"id" "model" "y0" "b" "c" "d" "e" "f" "yrange" "trend" "typology" "BMD.zSD" "BMD.zSD.lower" "BMD.zSD.upper"
"c01645" "Gauss-probit" 5.85902157919797 2.70165852162863 3.15910106952001 3.15910106952001 1.74191874699244 3.32370272366928 2.67731373489796 "bell" "GP.bell" 0.760344236038805 0.37773284627571 4.11253342956718
"c01739" "log-Gauss-probit" 9.01906266757817 1.35375508283294 19.5655757880716 9.01906266757817 6.01783121651294 -5.66899141081888 1.8891817468883 "U" "lGP.U" 0.493350919651047 0.223343187313059 1.02791940916405
"c01924" "Gauss-probit" 11.0836412337444 2.44653746672718 11.894336323834 11.894336323834 2.41919263826296 -1.32183675189664 1.02149203155452 "U" "GP.U" 0.789481269754266 0.464816666723499 1.39326192848705
"c01952" "exponential" 12.4524971768448 0.000116298189149417 NA 12.4524971768448 0.75909444964358 NA 0.723173933094525 "inc" "E.inc.convex" 5.9160089697941 2.93564953671178 6.01708178188414
"c01977" "exponential" 10.1335442166317 0.085353365239838 NA 10.1335442166317 2.2408361688447 NA 1.56041576328589 "inc" "E.inc.convex" 4.16281828224541 2.08321315935948 5.42367080366133
"c01978" "Gauss-probit" 11.351913904522 2.43406831593203 12.5402325440333 12.5402325440333 1.55236043515528 -1.45631704068764 1.29114914198229 "U" "GP.U" 4.04289967228881 0.527873913370946 4.57525177266292
"c02004" "linear" 11.2948497744688 0.09583802641451 NA 11.2948497744688 NA NA 0.635501953154616 "inc" "L.inc" 2.13582639631652 1.40280117974228 3.13946077924182
"c02010" "Gauss-probit" 10.6507479686396 2.47382933081178 11.5666887709273 11.5666887709273 1.57316368433189 -1.12119508642025 0.98252688049188 "U" "GP.U" 1.27006912282644 0.439688924282859 4.26018719293513
"c02083" "linear" 10.611515601238 -0.136212234714139 NA 10.611515601238 NA NA 0.903223328389453 "dec" "L.dec" 2.0184340023381 1.09806033358344 3.34973531453256
"c02160" "exponential" 7.52811547133175 0.42913684640267 NA 7.52811547133175 3.3691745047155 NA 2.6423398917355 "inc" "E.inc.convex" 2.22804251960364 1.21947145104391 3.42973360624531
"c02216" "log-Gauss-probit" 5.78471326302662 0.451114114416072 5.78471326302662 5.78471326302662 3.61139988525713 -1.68333765108247 1.68333765108247 "U" "lGP.U" 1.81875119684329 1.2197376863756 2.31191672862956
"c02385" "exponential" 4.83601785581778 -1.87549570139801 NA 4.83601785581778 -2.39631446743283 NA 1.75763985417185 "inc" "E.inc.concave" 0.882077484488623 0.357968322272304 1.98912923221408
"c02486" "exponential" 17.8604531578167 -0.00698002806393423 NA 17.8604531578167 1.26357736425697 NA 1.32025338581142 "dec" "E.dec.concave" 4.7401392784807 2.61843763082663 5.4201139740126
"c02572" "linear" 14.7000110941377 0.155543673870413 NA 14.7000110941377 NA NA 1.03141010143471 "inc" "L.inc" 2.82929742756895 1.64523405170774 5.05286190376645
"c02651" "exponential" 7.78447170491133 0.0495213846976805 NA 7.78447170491133 1.86935217728601 NA 1.66969307387341 "inc" "E.inc.convex" 4.4252079190929 2.15924949034142 5.45975576893581
"c02837" "linear" 5.66262367161847 0.157521030056959 NA 5.66262367161847 NA NA 1.0445219503077 "inc" "L.inc" 2.06761872455679 1.34782927886158 3.08780046065096
"c02877" "exponential" 12.7004291733436 1.06757869640256 NA 12.7004291733436 -2.62881814510298 NA 0.981889892600364 "dec" "E.dec.convex" 1.14224100356413 0.414763536151354 2.71994329940864
"c02913" "linear" 13.5890617644555 -0.157877517383007 NA 13.5890617644555 NA NA 1.04688581776672 "dec" "L.dec" 1.71311836126105 1.08136372996412 2.50875316191141
"c02955" "linear" 4.25475688932074 0.216637843725958 NA 4.25475688932074 NA NA 1.43652554174683 "inc" "L.inc" 2.81830563475736 1.64840107508011 5.37179344616227
"c02964" "exponential" 8.06815829644274 -1.68647146488211 NA 8.06815829644274 -1.58704241555518 NA 1.66062480131477 "inc" "E.inc.concave" 0.666800733415973 0.263079669127962 1.76799331202566
"c03046" "linear" 12.3485193198258 -0.205130401863005 NA 12.3485193198258 NA NA 1.36021969475359 "dec" "L.dec" 1.63669051717641 1.04708666847321 2.30803127043282
"c03076" "exponential" 11.7739224786601 -0.0288096294296417 NA 11.7739224786601 1.87240934182499 NA 0.965587002694207 "dec" "E.dec.concave" 4.23814750323244 2.15178162847764 5.38106657329493
"c03087" "exponential" 14.8344753231383 -0.0404734574907475 NA 14.8344753231383 2.05878786795404 NA 0.973339397621386 "dec" "E.dec.concave" 3.8500191020321 2.00207805106654 5.11689848101948
"c03088" "Gauss-probit" 10.992074353191 2.14886580062445 11.5968175780445 11.5968175780445 1.82754795142893 -0.868228014406976 0.796843905115507 "U" "GP.U" 4.92427580874793 0.6371701452398 5.89523165580565
"c03094" "Gauss-probit" 3.30499109848758 0.591177275814441 3.28117898036482 3.28117898036482 1.70483760992516 1.52286494897172 1.52286494897172 "bell" "GP.bell" 0.831754524554307 0.535342590563813 1.0838909089873
"c03117" "exponential" 14.4551758570173 -0.0104336912230716 NA 14.4551758570173 1.45612700727887 NA 0.980751230480291 "dec" "E.dec.concave" 4.6997137354671 2.63184999950376 5.45866586976331
"c03134" "Gauss-probit" 15.091678042781 2.1755050172939 15.641094067471 15.641094067471 2.46225352182273 -1.04247229268588 0.876237598926055 "U" "GP.U" 0.787394919394237 0.497310655733684 1.1484319230614
"c03146" "linear" 10.5084376873945 -0.428848899264851 NA 10.5084376873945 NA NA 2.84369705102523 "dec" "L.dec" 1.51392959313789 1.04111022469745 1.97279347361362
"c03147" "log-Gauss-probit" 11.7426151595461 0.789525897983764 8.1665962745395 11.7426151595461 5.47736919719878 1.45801346059899 1.03129870971396 "bell" "lGP.bell" 2.08217302393053 0.713764531040623 5.44017593400878
"c03150" "linear" 10.944561061648 0.108428529708966 NA 10.944561061648 NA NA 0.718989580500157 "inc" "L.inc" 1.90913276656587 1.21466339303336 2.80819519955785
"c03162" "Gauss-probit" 6.20733772042339 1.63969453976797 5.09397265937765 5.09397265937765 2.28270726336998 2.93419562932876 2.84702014064815 "bell" "GP.bell" 0.764689212318948 0.490923249976702 1.1945128005001
"c03232" "exponential" 8.47067447284282 0.512042947095036 NA 8.47067447284282 4.95896297997315 NA 1.43795429223447 "inc" "E.inc.convex" 1.96444105288944 1.04473993199116 3.23659225138352
"c03258" "Gauss-probit" 9.60305446811732 1.79803673066693 8.97817822020163 8.97817822020163 2.18697397355358 1.30931749601527 1.2475819333373 "bell" "GP.bell" 0.912629995301328 0.522109996117286 5.02049612645029
"c03284" "linear" 9.11193572520387 -0.367279606786672 NA 9.11193572520387 NA NA 2.43543107260242 "dec" "L.dec" 2.29086523014384 1.481115342763 3.43182353815377
"c03317" "exponential" 12.1030556655007 -0.0412036797802811 NA 12.1030556655007 2.07911989425624 NA 0.958898877324254 "dec" "E.dec.concave" 4.06196069789365 2.11361509772298 5.35326124030644
"c03319" "Gauss-probit" 8.60584842583257 3.0261253303057 11.7050892764239 11.7050892764239 2.53752437041759 -4.40495962874265 2.64054954568639 "U" "GP.U" 0.932719011663967 0.527564063875604 1.77195638180161
"c03329" "linear" 11.7034422480029 -0.0897145576336521 NA 11.7034422480029 NA NA 0.594897231668748 "dec" "L.dec" 2.26224983325581 1.4628806637196 3.43426814531321
"c03358" "Gauss-probit" 11.5518508136834 2.73223619075116 10.2055855842543 10.2055855842543 2.85550987205108 2.32441949213336 1.42971238399308 "bell" "GP.bell" 0.815172266568567 0.496996107336479 1.15587636294721
"c03392" "linear" 13.2867882926201 -0.13346147487136 NA 13.2867882926201 NA NA 0.884983039871988 "dec" "L.dec" 1.7627458980742 1.11814421761786 2.51585851098339
"c03440" "linear" 14.0309183037197 -0.107363137415424 NA 14.0309183037197 NA NA 0.711924964201678 "dec" "L.dec" 2.41259218786194 1.49722045754083 3.81111731232586
"c03526" "exponential" 6.73617713185401 -1.24927293824946 NA 6.73617713185401 -0.649865014482413 NA 1.24922667190315 "inc" "E.inc.concave" 0.237066821437586 0.086888950848383 0.505089519261375
"c03540" "linear" 6.40855384237969 0.196502812762955 NA 6.40855384237969 NA NA 1.30301015143116 "inc" "L.inc" 2.68532084360052 1.64148974178536 4.31421730926279
"c03544" "exponential" 8.90103686668303 -0.00141759440075344 NA 8.90103686668303 1.02370530841486 NA 0.920459028447082 "dec" "E.dec.concave" 5.71212218293297 2.83576023316895 5.99747898345469
"c03569" "Gauss-probit" 7.89117406182276 3.09642244442363 8.81896024699367 8.81896024699367 2.17095338080193 -1.18628706150214 0.765878819191551 "U" "GP.U" 5.53857970567308 0.662144180418794 5.87500780635851
"c03571" "log-Gauss-probit" 4.16800580569442 0.59832994933476 4.16800580569442 4.16800580569442 2.31670143185411 1.34071359038037 1.34071359038037 "bell" "lGP.bell" 1.12329163686632 0.519599433488876 1.80321665138636
"c03578" "linear" 14.5281221329827 -0.437069835415749 NA 14.5281221329827 NA NA 2.89821007864183 "dec" "L.dec" 1.72684483117142 1.18641834045464 2.34142063689364
"c03586" "Gauss-probit" 12.282572595001 2.39845668934214 11.4355693374042 11.4355693374042 2.50997835743933 1.46451996665441 1.12983759509608 "bell" "GP.bell" 0.938999238627635 0.559784880552805 1.69750231565638
"c03596" "exponential" 12.7745514610093 -0.0609073555751674 NA 12.7745514610093 2.82644071819612 NA 0.575229754201574 "dec" "E.dec.concave" 3.62344959872239 1.81239635186909 5.22525435783137
"c03656" "exponential" 7.46476072610759 -0.00163409716098815 NA 7.46476072610759 0.869386691189127 NA 3.35369911747139 "dec" "E.dec.concave" 5.36124596137816 3.08511145272381 5.57759545305551
"c03661" "log-Gauss-probit" 3.0415931684292 0.692353991355289 3.0415931684292 3.0415931684292 1.88094777361104 1.79425200911162 1.79425200911162 "bell" "lGP.bell" 0.821804030120296 0.344247627291933 1.4212967576623
"c03669" "linear" 10.9597174373219 -0.111776400381572 NA 10.9597174373219 NA NA 0.741189310930206 "dec" "L.dec" 2.33148017200723 1.51804968109095 3.52880657122695
"c03723" "linear" 15.1554831686138 -0.135176719346987 NA 15.1554831686138 NA NA 0.896356825989871 "dec" "L.dec" 1.54596780629451 0.958611929419056 2.19970453446044
"c03724" "log-Gauss-probit" 12.278610350792 0.584091311180611 12.278610350792 12.278610350792 1.73727240123952 -2.02164563711622 2.02164563711622 "U" "lGP.U" 0.668779866692247 0.432030353326686 0.903293812347766
"c03745" "linear" 8.81781340157986 -0.117220092912871 NA 8.81781340157986 NA NA 0.77728643610525 "dec" "L.dec" 3.10632826944472 1.74788733816149 5.90693475058495
"c03760" "linear" 10.3504426050307 -0.135142761669507 NA 10.3504426050307 NA NA 0.896131652630501 "dec" "L.dec" 2.88783272929294 1.77765416661206 5.00735259074833
"c03761" "linear" 10.2953957282418 0.122882014622671 NA 10.2953957282418 NA NA 0.814830638962933 "inc" "L.inc" 3.08075101347831 1.62345557281068 5.70300130360309
"c03784" "log-Gauss-probit" 9.65409531135027 0.689822797700173 9.65409531135027 9.65409531135027 1.95602219071922 -2.13701587983338 2.13701587983338 "U" "lGP.U" 0.907240893046366 0.340454201776241 1.62859512942693
"c03799" "exponential" 9.55964734850006 -0.377324066606952 NA 9.55964734850006 4.72142840991584 NA 1.15962140496744 "dec" "E.dec.concave" 2.52948161114048 1.34492250834887 4.29799371344573
"c03801" "log-Gauss-probit" 13.7221921389351 0.976422664666567 13.7221921389351 13.7221921389351 2.82753599537816 -0.5902917849635 0.590291784963499 "U" "lGP.U" 0.676841362115516 0.250479365604586 1.23553662760699
"c03837" "exponential" 9.0573557048634 -0.130029981936411 NA 9.0573557048634 2.67336379571792 NA 1.42330691158617 "dec" "E.dec.concave" 3.10016656553467 1.66189704390553 4.63125843465232
"c03925" "Gauss-probit" 3.1997543650333 3.21026842276435 2.38218716205459 -5.18825170015544 0 4.60278663408373 1.3762816173524 "bell" "GP.bell" 0.647013748532862 0.312018262719175 1.96392142148546
"c03931" "Gauss-probit" 8.4671773288209 6.12633367787342 0.752633236646499 0.752633236646499 2.55470123247076 8.41531498036379 1.67105039110858 "bell" "GP.bell" 1.42223016124409 0.615112454783348 5.6333009476084
"c03948" "log-Gauss-probit" 11.6144650995984 0.769080611981357 11.6144650995984 11.6144650995984 2.60858341316789 -0.647460597055632 0.647460597055632 "U" "lGP.U" 0.88778786897443 0.445376395699898 1.57330375251628
"c03949" "linear" 10.8326667988289 0.212834781280421 NA 10.8326667988289 NA NA 1.41130743467047 "inc" "L.inc" 2.08257373432953 1.31182303501578 3.22061479986453
"c03950" "log-Gauss-probit" 8.81609996526142 0.824056708247747 8.81609996526142 8.81609996526142 2.59234097157581 -1.67230707219503 1.67230707219503 "U" "lGP.U" 0.853698175018358 0.345781889511374 1.5870654034228
"c03979" "exponential" 11.7093325577527 -0.00718935728811213 NA 11.7093325577527 1.1815335980538 NA 1.96086236380614 "dec" "E.dec.concave" 5.55973584676611 2.84674445580995 5.96923706970514
"c04048" "linear" 10.3289292494457 -0.149766084694864 NA 10.3289292494457 NA NA 0.993098907611643 "dec" "L.dec" 2.64527892565801 1.65564243079593 4.25418731336783
"c04049" "log-Gauss-probit" 13.3308964513253 0.790258694415726 13.3308964513253 13.3308964513253 2.08077120667639 -2.043768520825 2.043768520825 "U" "lGP.U" 0.643893581026627 0.319898255730629 1.09063260587155
"c04061" "log-Gauss-probit" 4.94266365672623 0.89996254427803 4.94266365672623 4.94266365672623 1.42248967930119 -1.9498090875076 1.9498090875076 "U" "lGP.U" 0.563803818364959 0.0211416662279538 1.75314133032844
"c04113" "linear" 4.32784011230919 0.313054870915114 NA 4.32784011230919 NA NA 2.07586684903812 "inc" "L.inc" 2.05219444036193 1.2728888056699 3.05415509229933
"c04117" "Gauss-probit" 10.7546259221794 6.91490125967586 15.3546349920235 23.8696589108381 0 -8.85752102925142 1.08802223941781 "U" "GP.U" 0.739271460863773 0.325792340085862 1.33144815322254
"c04129" "linear" 11.3869012248888 -0.110619439781572 NA 11.3869012248888 NA NA 0.733517505191603 "dec" "L.dec" 2.33669228580583 1.4564482801575 3.53952479604911
"c04144" "linear" 12.2298751031956 -0.148691420476533 NA 12.2298751031956 NA NA 0.98597280917989 "dec" "L.dec" 1.67807393450383 1.12183546921494 2.25711723317018
"c04150" "linear" 11.5428900277504 -0.14476709876981 NA 11.5428900277504 NA NA 0.959950631942609 "dec" "L.dec" 2.4978192528956 1.46596134199308 3.96742215547797
"c04240" "exponential" 11.7554051870569 -0.00140408585366913 NA 11.7554051870569 1.11889634587092 NA 0.52483837056724 "dec" "E.dec.concave" 5.13186091313125 2.59590435423224 5.55606195902033
"c04305" "exponential" 13.3213004171423 -0.0445269630724289 NA 13.3213004171423 2.41472329518954 NA 0.649260211812846 "dec" "E.dec.concave" 3.8949301941647 1.93693163947726 5.23896228226266
"c04342" "Gauss-probit" 12.616033256861 7.19742594149774 7.72335595699657 7.72335595699657 2.53979774036365 5.20698159093603 0.776774100824309 "bell" "GP.bell" 0.931810395501546 0.468457578006043 2.01475839257941
"c04391" "linear" 10.8961839736716 -0.13631452660432 NA 10.8961839736716 NA NA 0.903901625913246 "dec" "L.dec" 1.98757566869562 1.25659954949469 2.92236662695837
"c04426" "Gauss-probit" 14.5681730598848 6.1208140260515 18.1226239709944 25.4100271530938 0.800454609096752 -7.64234233245085 0.990596180473911 "U" "GP.U" 0.46684277094896 0.244821581422691 0.875021461848449
"c04450" "exponential" 12.8684968520875 -0.0146782320265417 NA 12.8684968520875 1.4635166156272 NA 1.34803521273488 "dec" "E.dec.concave" 4.09383748492262 2.46351708026858 5.03121530781153
"c04513" "log-Gauss-probit" 11.8496013495268 0.750666265831377 11.8496013495268 11.8496013495268 1.95850388592922 0.83498530392436 0.834985303924361 "bell" "lGP.bell" 0.821831774596902 0.29004605108604 1.53731545225138
"c04527" "exponential" 10.918758687874 0.000422672838826468 NA 10.918758687874 0.863386978828061 NA 0.914702558024064 "inc" "E.inc.convex" 5.68913978064946 2.8956683656999 5.8938196000109
"c04553" "exponential" 15.7513804918963 -0.00656689162546648 NA 15.7513804918963 1.20894282608452 NA 1.57630809892495 "dec" "E.dec.concave" 5.07805154464621 2.8384069991818 5.60865324901937
"c04609" "exponential" 4.739477195558 0.195705170977577 NA 4.739477195558 2.66024562022844 NA 2.17095794631834 "inc" "E.inc.convex" 4.06462848427199 2.00962669960599 5.51781726243919
"c04613" "Gauss-probit" 12.7378214923054 3.03202258395111 11.9083638027621 11.9083638027621 2.73947404966579 1.24755465200144 0.700096362900124 "bell" "GP.bell" 0.725312675166176 0.452606561544066 1.00159085976471
"c04619" "exponential" 8.30983055652469 0.0232807479814987 NA 8.30983055652469 1.78320205971918 NA 0.936033054473315 "inc" "E.inc.convex" 5.4609222851853 2.73781374577632 6.36274348756178
"c04625" "linear" 6.99991995947674 0.179182994375404 NA 6.99991995947674 NA NA 1.1881624357033 "inc" "L.inc" 2.71076245313411 1.66219968071171 4.60933928307066
"c04647" "linear" 17.9267166451243 0.0934490850532754 NA 17.9267166451243 NA NA 0.619660882988271 "inc" "L.inc" 2.04712153827475 1.36221639434066 3.05038478665039
"c04655" "log-Gauss-probit" 11.5983841362618 1.00693236968275 10.3472204373365 11.5983841362618 2.83917711559339 1.44419945443409 0.904025507526665 "bell" "lGP.bell" 0.498689706764688 0.217083314993755 0.876052625806108
"c04667" "exponential" 4.12404688313925 0.00372714260787644 NA 4.12404688313925 0.967225200336967 NA 3.53434010057946 "inc" "E.inc.convex" 5.61124088169923 2.84299241343703 5.90140428846012
"c04683" "exponential" 11.2738979188202 0.802613612865712 NA 11.2738979188202 -2.48155544652182 NA 0.747148233217295 "dec" "E.dec.convex" 0.886505466288924 0.375279400193096 1.93757105963033
"c04702" "exponential" 11.176617927155 -0.000895840409437986 NA 11.176617927155 0.916281852375299 NA 1.24406978568949 "dec" "E.dec.concave" 5.07707811641459 3.02146230122042 5.42013926298497
"c04710" "Gauss-probit" 13.8166697064703 1.93632510875284 14.1282767703868 14.1282767703868 2.80915363268932 -0.892568469891452 0.765308304765737 "U" "GP.U" 0.939870880359363 0.567439806810381 1.39067496331695
"c04721" "linear" 10.9147352931335 0.0862125138414744 NA 10.9147352931335 NA NA 0.571675179282817 "inc" "L.inc" 1.91276070811645 1.28166447089046 2.65796840221841
"c04791" "linear" 3.51626359626209 0.331546895409755 NA 3.51626359626209 NA NA 2.19848746346209 "inc" "L.inc" 2.67545867862108 1.73439269895705 4.7465097785463
"c04803" "linear" 10.5032644047143 0.105447527149543 NA 10.5032644047143 NA NA 0.699222552528617 "inc" "L.inc" 2.77378988076521 1.70994950549318 4.66681337817376
"c04820" "exponential" 9.91011147548513 0.080145398158328 NA 9.91011147548513 2.599428126189 NA 0.94725618777589 "inc" "E.inc.convex" 4.02685669342757 1.93960766446466 5.50121554850054
"c04841" "linear" 9.55648647762288 0.132770496326194 NA 9.55648647762288 NA NA 0.880401161138993 "inc" "L.inc" 1.35591202288485 0.963881413252205 1.68780263383805
"c04883" "exponential" 5.05515210336706 1.7011616772371 NA 5.05515210336706 -0.588910893853593 NA 1.70113976480879 "dec" "E.dec.convex" 0.326744863543812 0.096594610490209 1.21792616688152
"c04946" "Gauss-probit" 13.4860859086428 6.06605012723348 9.84417730341961 3.04405431191849 0 7.04197010097379 1.21634428379148 "bell" "GP.bell" 1.06713217811143 0.383921760586215 5.19402352742302
"c04962" "linear" 4.15117233719145 0.191945734635132 NA 4.15117233719145 NA NA 1.27279216636556 "inc" "L.inc" 2.45586602792734 1.46711838738936 4.04166764042016
"c04967" "log-Gauss-probit" 11.4279775418788 0.702893985132879 11.4279775418788 11.4279775418788 1.81926249087771 1.25198935425505 1.25198935425505 "bell" "lGP.bell" 0.710230803352947 0.297818071792788 1.18814778134937
"c04981" "Gauss-probit" 8.81683470762506 6.07374672475193 15.525880500734 29.7823352020534 0 -13.8372731437687 2.19676341680113 "U" "GP.U" 1.0466398896106 0.372326501921987 4.99233170403944
"c04990" "linear" 5.15029683789822 0.216849193900779 NA 5.15029683789822 NA NA 1.43792700475607 "inc" "L.inc" 2.29088103044983 1.52728763781156 3.3716518856567
