"id" "irow" "adjpvalue" "model" "nbpar" "b" "c" "d" "e" "f" "SDres" "typology" "trend" "y0" "yrange" "maxychange" "xextrem" "yextrem" "BMD.zSD" "BMR.zSD" "BMD.xfold" "BMR.xfold" "BMD.zSD.lower" "BMD.zSD.upper" "BMD.xfold.lower" "BMD.xfold.upper" "nboot.successful"
"c03526" 56019 0.000222326810764813 "exponential" 3 -1.24927293824946 NA 6.73617713185401 -0.649865014482413 NA 0.381853129490669 "E.inc.concave" "inc" 6.73617713185401 1.24922667190315 1.24922667190315 NA NA 0.237066821437586 7.11803026134468 0.503520675689188 7.40979484503941 0.0818399688944878 0.598086107797021 0.191250605462207 1.62570352522433 478
"c03540" 56053 0.00343092523174647 "linear" 2 0.196502812762955 NA 6.40855384237969 NA NA 0.527673098938494 "L.inc" "inc" 6.40855384237969 1.30301015143116 1.30301015143116 NA NA 2.68532084360052 6.93622694131818 3.26130387258652 7.04940922661766 1.75885065141821 4.37834423739888 2.228962041737 5.61853275297154 500
"c03544" 56063 0.00638650001245209 "exponential" 3 -0.00141759440075344 NA 8.90103686668303 1.02370530841486 NA 0.374290112608117 "E.dec.concave" "dec" 8.90103686668303 0.920459028447082 0.920459028447082 NA NA 5.71212218293297 8.52674675407491 6.59672420488313 8.01093318001472 2.93461899362349 6.07198774852532 5.69970450882743 Inf 295
"c03569" 56124 0.00801193844797417 "exponential" 3 0.000122007308734198 NA 7.74612348116518 0.771883834419455 NA 0.277431826053066 "E.inc.convex" "inc" 7.74612348116518 0.656426499960034 0.656426499960034 NA NA 5.96642216701408 8.02355530721825 NA 8.5207358292817 3.14629928733854 6.07885543249944 6.33440460597214 Inf 259
"c03571" 56127 0.00941341807362857 "log-Gauss-probit" 4 0.59832994933476 4.16800580569442 4.16800580569442 2.31670143185411 1.34071359038037 0.644891841945595 "lGP.bell" "bell" 4.16800580569442 1.34071359038037 1.34071359038037 2.31670143185411 5.5087193960748 1.12328332073565 4.81289764764002 0.928227244626229 4.58480638626387 0.502785478850285 1.81721040803146 0.3988382588292 1.59018953395844 482
"c03578" 56143 1.6886104968062e-05 "linear" 2 -0.437069835415749 NA 14.5281221329827 NA NA 0.754751786148627 "L.dec" "dec" 14.5281221329827 2.89821007864183 2.89821007864183 NA NA 1.72684483117142 13.773370346834 3.32398188018701 13.0753099196844 1.19026279010808 2.3393846887998 2.66034625206951 4.43152099298219 500
"c03586" 56164 0.00385471481726694 "Gauss-probit" 4 2.55296344693854 11.4923352562707 11.4923352562707 2.58192551871595 1.46103749117645 0.342834171688396 "GP.bell" "bell" 12.368446639472 1.0456724219907 0.584926107975219 2.58192551871595 12.9533727474472 1.04521517370783 12.7112808111604 NA 11.1316019755248 0.581906705568468 1.64790601485837 Inf Inf 344
"c03596" 56187 0.000358818951810385 "exponential" 3 -0.0621512625488257 NA 12.8542303070645 2.84616816544067 NA 0.154710592524518 "E.dec.concave" "dec" 12.8542303070645 0.576507453908711 0.576507453908711 NA NA 3.55682620392717 12.69951971454 NA 11.5688072763581 1.76442029919158 5.24239554761012 Inf Inf 475
"c03656" 56332 7.83935918529072e-05 "exponential" 3 -0.00132435539345704 NA 6.49186798710167 0.859786994685032 NA 0.838024794618688 "E.dec.concave" "dec" 6.49186798710167 2.95973142880901 2.95973142880901 NA NA 5.54708854851453 5.65384319248298 5.32795607704811 5.8426811883915 3.27614509183998 5.73922472152867 2.90875758328786 5.53772838510681 274
"c03661" 56344 0.00758764070619788 "log-Gauss-probit" 4 0.692353991355289 3.0415931684292 3.0415931684292 1.88094777361104 1.79425200911162 0.877547666562112 "lGP.bell" "bell" 3.0415931684292 1.79425200911162 1.79425200911162 1.88094777361104 4.83584517754081 0.821805269823689 3.91914083499131 0.510353529024014 3.34575248527212 0.356546781134235 1.4592305359708 0.166561570480776 1.15650459043953 483
"c03669" 56366 0.0013226538904168 "linear" 2 -0.111776400381572 NA 10.9597174373219 NA NA 0.260604461187978 "L.dec" "dec" 10.9597174373219 0.741189310930206 0.741189310930206 NA NA 2.33148017200723 10.6991129761339 NA 9.86374569358968 1.51415885159056 3.63179830799836 Inf Inf 500
"c03723" 56497 3.97667388783074e-05 "linear" 2 -0.135176719346987 NA 15.1554831686138 NA NA 0.20897885627095 "L.dec" "dec" 15.1554831686138 0.896356825989871 0.896356825989871 NA NA 1.54596780629451 14.9465043123428 NA 13.6399348517524 0.950508108524249 2.24281268326051 Inf Inf 500
"c03724" 56499 4.29797164785926e-05 "log-Gauss-probit" 4 0.584091311180611 12.278610350792 12.278610350792 1.73727240123952 -2.02164563711622 0.531710157683888 "lGP.U" "U" 12.278610350792 2.02164563711622 2.02164563711622 1.73727240123952 10.2569647136757 0.668779911837018 11.7469001931081 0.969519323444378 11.0507493157128 0.433016829493159 0.897157155431808 0.740395116187457 1.23807537399786 498
"c03745" 56548 0.00924314015257663 "linear" 2 -0.117220092912871 NA 8.81781340157986 NA NA 0.36412408836219 "L.dec" "dec" 8.81781340157986 0.77728643610525 0.77728643610525 NA NA 3.10632826944472 8.45368931321767 NA 7.93603206142187 1.7404903019426 5.84933624939194 5.05866177201616 Inf 500
"c03760" 56585 0.00977759361811 "linear" 2 -0.135142761669507 NA 10.3504426050307 NA NA 0.390269690276239 "L.dec" "dec" 10.3504426050307 0.896131652630501 0.896131652630501 NA NA 2.88783272929294 9.96017291475443 NA 9.3153983445276 1.73688930941649 5.11975229351494 5.38884008399106 Inf 500
"c03761" 56586 0.00470244932464795 "linear" 2 0.126218173569147 NA 10.2773637843148 NA NA 0.38834605255579 "L.inc" "inc" 10.2773637843148 0.836952708937016 0.836952708937016 NA NA 3.07678396521114 10.6657098368706 NA 11.3051001627463 1.60498652312913 5.32462570430796 5.20305375956157 Inf 500
"c03784" 56645 0.00500665189997052 "log-Gauss-probit" 4 0.689822797700173 9.65409531135027 9.65409531135027 1.95602219071922 -2.13701587983338 1.14939830200432 "lGP.U" "U" 9.65409531135027 2.13701587983338 2.13701587983338 1.95602219071922 7.51707943151689 0.907240940955967 8.50469700934594 0.819793322237126 8.68868578021524 0.351833669147971 1.7316828436576 0.362628185517086 1.49535767993847 476
"c03799" 56680 2.10200328103213e-05 "linear" 2 -0.174797161353133 NA 9.64611620294476 NA NA 0.273858847790378 "L.dec" "dec" 9.64611620294476 1.15907997693262 1.15907997693262 NA NA 1.56672365655365 9.37225735515438 5.51846273032847 8.68150458265028 1.04661647792798 2.0700495067116 4.55311176408178 Inf 500
"c03801" 56685 0.0025709864282694 "log-Gauss-probit" 4 0.976422664666567 13.7221921389351 13.7221921389351 2.82753599537816 -0.5902917849635 0.202078597261435 "lGP.U" "U" 13.7221921389351 0.590291784963499 0.590291784963499 2.82753599537816 13.1319003539716 0.676840350379983 13.5201135416737 NA 15.0944113528286 0.223529538781482 1.18153519898913 Inf Inf 496
"c03837" 56772 1.68219567028877e-06 "exponential" 3 -0.130029981936411 NA 9.0573557048634 2.67336379571792 NA 0.284611871497847 "E.dec.concave" "dec" 9.0573557048634 1.42330691158617 1.42330691158617 NA NA 3.10016656553467 8.77274383336555 5.54758019989455 8.15162013437706 1.54663594616703 4.71184524588676 4.56591472957984 6.22946515158986 492
"c03925" 57063 0.000538135849994363 "Gauss-probit" 5 3.21026842276435 2.38218716205459 -5.18825170015544 0 4.60278663408373 0.512063553828851 "GP.bell" "bell" 3.1997543650333 1.3762816173524 0.956780764956545 2.10645228483424 4.15653512998985 0.647013768301779 3.71181791886215 0.374070228058853 3.51972980153663 0.299108446220742 1.83066314166379 0.19977428364683 1.43257854850297 479
"c03931" 57089 0.00285106963440364 "Gauss-probit" 4 6.12633367787342 0.752633236646499 0.752633236646499 2.55470123247076 8.41531498036379 0.558212684225706 "GP.bell" "bell" 8.4671773288209 1.67105039110858 0.970279502919194 2.55470123247076 9.16794821701029 1.42222995691562 9.02539001304661 6.46026357239936 7.62045959593881 0.577632930126312 5.49403890882124 1.08554515202972 Inf 260
"c03948" 57165 0.00605215321600532 "log-Gauss-probit" 4 0.769080611981357 11.6144650995984 11.6144650995984 2.60858341316789 -0.647460597055632 0.242505015644136 "lGP.U" "U" 11.6144650995984 0.647460597055632 0.647460597055632 2.60858341316789 10.9670045025427 0.887787923071868 11.3719600839542 NA 12.7759116095582 0.410792110237671 1.59429304317249 Inf Inf 493
"c03949" 57167 0.000429553692257728 "linear" 2 0.212834781280421 NA 10.8326667988289 NA NA 0.443244125246375 "L.inc" "inc" 10.8326667988289 1.41130743467047 1.41130743467047 NA NA 2.08257373432953 11.2759109240753 5.08970701764965 11.9159334787118 1.31874422675563 3.39321598735309 3.74785897777608 Inf 500
"c03950" 57172 0.00575021985550414 "log-Gauss-probit" 4 0.81146085249942 7.76881656342525 7.76881656342525 2.59596228288639 -1.71810582524851 0.709752027833035 "lGP.U" "U" 7.76881656342525 1.71810582524851 1.71810582524851 2.59596228288639 6.05071073817674 0.882425093898363 7.05906453559221 0.933875298946246 6.99193490708272 0.362588939511339 1.58834514659446 0.452166289025541 1.66004726080601 494
"c03979" 57294 0.00311383372206236 "exponential" 3 -0.00417752521670937 NA 12.6184167566379 1.05508363507293 NA 0.857082819752584 "E.dec.concave" "dec" 12.6184167566379 2.23648942612917 2.23648942612917 NA NA 5.62220076028639 11.7613339368853 6.02865689129538 11.3565750809741 2.93270043277053 5.96334425921903 4.12737801778972 6.33497356234616 305
"c04048" 57585 0.00326319210562846 "linear" 2 -0.121167048132159 NA 10.6857589865361 NA NA 0.318731172051686 "L.dec" "dec" 10.6857589865361 0.803458696164343 0.803458696164343 NA NA 2.63051033234747 10.3670278144844 NA 9.61718308788249 1.66564174565668 4.08568141083305 6.34826310067981 Inf 500
"c04049" 57589 0.000404360158159669 "log-Gauss-probit" 4 0.790258694415726 13.3308964513253 13.3308964513253 2.08077120667639 -2.043768520825 0.679306751026131 "lGP.U" "U" 13.3308964513253 2.043768520825 2.043768520825 2.08077120667639 11.2871279305003 0.643894605814943 12.6515897002991 1.0021941878157 11.9978068061927 0.323292965354902 1.04699948377932 0.647250518628756 1.60917922632772 497
"c04113" 57859 0.000116597161197927 "linear" 2 0.313054870915114 NA 4.32784011230919 NA NA 0.642449465620216 "L.inc" "inc" 4.32784011230919 2.07586684903812 2.07586684903812 NA NA 2.05219444036193 4.97028957792941 1.38245416838849 4.76062412354011 1.3785359615838 3.16023333343099 1.01186946510569 2.27658356038239 500
"c04117" 57876 0.000365258094947734 "Gauss-probit" 5 6.91490125967586 15.3546349920235 23.8696589108381 0 -8.85752102925142 0.312007380464371 "GP.U" "U" 10.7546259221794 1.08802223941781 0.643534529606679 2.6519768522218 10.1110913925727 0.73927144006571 10.442618541715 NA 11.8300885143973 0.313379519600068 1.389158621698 Inf Inf 279
"c04129" 57927 0.00245681159652535 "linear" 2 -0.110619439781572 NA 11.3869012248888 NA NA 0.258483591597761 "L.dec" "dec" 11.3869012248888 0.733517505191603 0.733517505191603 NA NA 2.33669228580583 11.128417633291 NA 10.2482111023999 1.43903731880715 3.71808414244736 Inf Inf 500
"c04144" 57993 0.000134716138198894 "linear" 2 -0.149051963778651 NA 11.545890885427 NA NA 0.252867237970211 "L.dec" "dec" 11.545890885427 0.988363571816233 0.988363571816233 NA NA 1.69650390078544 11.2930236474568 NA 10.3913017968843 1.13690056053094 2.23171924108629 6.26670351919717 Inf 500
"c04150" 58017 0.00457641129196435 "linear" 2 -0.14476709876981 NA 11.5428900277504 NA NA 0.361602046493071 "L.dec" "dec" 11.5428900277504 0.959950631942609 0.959950631942609 NA NA 2.4978192528956 11.1812879812573 NA 10.3886010249753 1.49484167046468 4.12830590867352 5.95825035344297 Inf 500
"c04240" 58395 0.00256113898668792 "exponential" 3 -0.00140408585366913 NA 11.7554051870569 1.11889634587092 NA 0.136412639512234 "E.dec.concave" "dec" 11.7554051870569 0.52483837056724 0.52483837056724 NA NA 5.13186091313125 11.6189925475447 NA 10.5798646683512 2.77040545360634 5.60679497854411 Inf Inf 317
"c04305" 58672 0.0016241981220767 "exponential" 3 -0.0472485667245368 NA 13.4040484737838 2.47928260567597 NA 0.215511509569448 "E.dec.concave" "dec" 13.4040484737838 0.638140267494554 0.638140267494554 NA NA 4.25400029731745 13.1885369642144 NA 12.0636436264055 2.20344428896489 5.4457023276323 Inf Inf 436
"c04342" 58826 0.000130891038231932 "Gauss-probit" 4 7.19742594149774 7.72335595699657 7.72335595699657 2.53979774036365 5.20698159093603 0.185965503188302 "GP.bell" "bell" 12.616033256861 0.776774100824309 0.462469809752665 2.53979774036365 12.9303375479326 0.931810500244838 12.8019987600493 NA 11.3544299311749 0.483808698098185 1.54001284156162 Inf Inf 261
"c04391" 59033 0.000362414973098179 "linear" 2 -0.13631452660432 NA 10.8961839736716 NA NA 0.270935436368509 "L.dec" "dec" 10.8961839736716 0.903901625913246 0.903901625913246 NA NA 1.98757566869562 10.6252485373031 NA 9.80656557630446 1.26495794824315 3.08197440298509 6.03817703283844 Inf 500
"c04426" 59181 0.000220929932262039 "Gauss-probit" 5 8.50830999124146 22.4147778919732 36.1312096466042 0 -14.6121480294642 0.266811899193603 "GP.U" "U" 14.6608457398245 1.01280098655041 1.01280098655041 3.18625444401457 13.6480447532741 0.446297208877745 14.3940338406309 NA 16.1269303138069 0.24674040555705 0.715791123224787 Inf Inf 256
"c04434" 59217 0.00787440737840893 "Gauss-probit" 5 3.90829762546358 2.8969340274537 -2.6304333118067 0 3.76931235594821 0.454676914089739 "GP.bell" "bell" 3.90256271377171 0.987253367078548 0.627222504813741 2.28640886059361 4.52978521858545 1.05995934501898 4.35723962786145 0.857327386348017 4.29281898514888 0.400446716576085 6.57202016836393 0.372516223189151 5.97561558066991 415
"c04450" 59285 1.01419900731708e-06 "exponential" 3 -0.0146782320265417 NA 12.8684968520875 1.4635166156272 NA 0.226039801414347 "E.dec.concave" "dec" 12.8684968520875 1.34803521273488 1.34803521273488 NA NA 4.09383748492262 12.6424570506732 6.56376751499101 11.5816471668788 2.53971244679537 5.05133096363184 6.25833815160605 Inf 445
"c04513" 59551 0.00961230256871281 "log-Gauss-probit" 4 0.750666265831377 11.8496013495268 11.8496013495268 1.95850388592922 0.83498530392436 0.427636244407712 "lGP.bell" "bell" 11.8496013495268 0.834985303924361 0.834985303924361 1.95850388592922 12.6845866534511 0.821831909678432 12.2772375939345 NA 10.6646412145741 0.318207526206889 1.58281582037003 1.30158571147545 Inf 480
"c04527" 59607 0.00122225166558368 "exponential" 3 0.000422672838826468 NA 10.918758687874 0.863386978828061 NA 0.306983810736355 "E.inc.convex" "inc" 10.918758687874 0.914702558024064 0.914702558024064 NA NA 5.68913978064946 11.2257424986103 NA 12.0106345566614 2.82937876182961 5.82960639557397 6.44171960123972 Inf 251
"c04553" 59682 0.000205293537124212 "exponential" 3 -0.00656689162546648 NA 15.7513804918963 1.20894282608452 NA 0.431533155573851 "E.dec.concave" "dec" 15.7513804918963 1.57630809892495 1.57630809892495 NA NA 5.07805154464621 15.3198473363225 6.63010602776431 14.1762424427067 2.7413224412726 5.62175055406986 6.05963970208869 Inf 336
"c04609" 59807 0.00640770577850439 "linear" 2 0.239241262671182 NA 5.61761860355183 NA NA 0.717451295908398 "L.inc" "inc" 5.61761860355183 1.58640881277261 1.58640881277261 NA NA 2.99886101543644 6.33506989946022 2.34809770723907 6.17938046390701 1.79369035669669 5.20995652681558 1.53655610921093 4.4694075314092 500
"c04613" 59817 0.00258133466980067 "Gauss-probit" 4 3.03202258395111 11.9083638027621 11.9083638027621 2.73947404966579 1.24755465200144 0.171082211576678 "GP.bell" "bell" 12.7378214923054 0.700096362900124 0.418096962458081 2.73947404966579 13.1559184547635 0.72531251714461 12.9089037038821 NA 11.4640393430749 0.452592358052363 0.985205369760312 Inf Inf 333
"c04619" 59830 0.0084832823166531 "exponential" 3 0.0232807479814987 NA 8.30983055652469 1.78320205971918 NA 0.474446182209577 "E.inc.convex" "inc" 8.30983055652469 0.936033054473315 0.936033054473315 NA NA 5.4609222851853 8.78427673873427 6.42418745248048 9.14081361217716 2.60802191215457 6.34435467642726 4.77393169265309 Inf 315
"c04625" 59843 0.0037597932567287 "linear" 2 0.179182994375404 NA 6.99991995947674 NA NA 0.485722533392984 "L.inc" "inc" 6.99991995947674 1.1881624357033 1.1881624357033 NA NA 2.71076245313411 7.48564249286972 3.90657605866956 7.69991195542441 1.67808513982039 5.13961514083764 2.70083792279158 Inf 500
"c04647" 59892 0.00170415955301096 "linear" 2 0.0934490850532754 NA 17.9267166451243 NA NA 0.191301634744631 "L.inc" "inc" 17.9267166451243 0.619660882988271 0.619660882988271 NA NA 2.04712153827475 18.1180182798689 NA 19.7193883096367 1.32526215404177 3.01718986030544 Inf Inf 500
"c04655" 59910 4.75821601393316e-05 "log-Gauss-probit" 4 0.729768368138028 11.5528527195272 11.5528527195272 1.75867172406244 0.985755676579446 0.278118621125396 "lGP.bell" "bell" 11.5528527195272 0.985755676579446 0.985755676579446 1.75867172406244 12.5386083961066 0.550809264680138 11.8309713406526 NA 10.3975674475744 0.274876678374844 0.868460260738175 1.20202040894988 Inf 499
"c04667" 59936 0.000717509806314064 "exponential" 3 0.00372714260787644 NA 4.12404688313925 0.967225200336967 NA 1.22904640973674 "E.inc.convex" "inc" 4.12404688313925 3.53434010057946 3.53434010057946 NA NA 5.61124088169923 5.35309329287599 4.56081524128341 4.53645157145317 3.02720467431185 5.8125245749781 1.18596558718529 4.94083120496421 275
"c04683" 59973 0.000582302100985766 "exponential" 3 0.802613612865712 NA 11.2738979188202 -2.48155544652182 NA 0.241100237159367 "E.dec.convex" "dec" 11.2738979188202 0.747148233217295 0.747148233217295 NA NA 0.886505466288924 11.0327976816608 NA 10.1465081269382 0.345540320679959 1.80313463652632 Inf Inf 479
"c04702" 60014 1.15025621418232e-05 "exponential" 3 -0.000895840409437986 NA 11.176617927155 0.916281852375299 NA 0.227473391071363 "E.dec.concave" "dec" 11.176617927155 1.24406978568949 1.24406978568949 NA NA 5.07707811641459 10.9491445360836 6.53289563340597 10.0589561344395 3.07025121064147 5.3715482279893 6.21856713148079 Inf 293
"c04710" 60031 0.00277206838832208 "Gauss-probit" 4 1.93632510875284 14.1282767703868 14.1282767703868 2.80915363268932 -0.892568469891452 0.248499651335015 "GP.U" "U" 13.8166697064703 0.765308304765737 0.580961405974886 2.80915363268932 13.2357083004954 0.939870879646675 13.5681700551352 NA 15.1983366771173 0.59352878404084 1.44472678388277 Inf Inf 389
"c04721" 60057 0.00193507118308583 "linear" 2 0.0862125138414744 NA 10.9147352931335 NA NA 0.164903909023918 "L.inc" "inc" 10.9147352931335 0.571675179282817 0.571675179282817 NA NA 1.91276070811645 11.0796392021574 NA 12.0062088224468 1.26617938127007 2.66948753729341 Inf Inf 500
"c04785" 60199 0.00294765834383175 "exponential" 3 1.55443215278541 NA 6.49330890071487 -1.53667592897894 NA 0.650312628042974 "E.dec.convex" "dec" 6.49330890071487 1.53365804878952 1.53365804878952 NA NA 0.832730853478452 5.8429962726719 0.831063159554222 5.84397801064339 0.305008372787441 2.5122396265477 0.378730891636835 2.5190324254726 473
"c04791" 60213 0.00279810923450018 "linear" 2 0.331546895409755 NA 3.51626359626209 NA NA 0.887040018693906 "L.inc" "inc" 3.51626359626209 2.19848746346209 2.19848746346209 NA NA 2.67545867862108 4.40330361495599 1.06056296860098 3.8678899558883 1.66594508276312 4.33416359587129 0.66978646369403 2.01614770173638 500
"c04803" 60240 0.00864592001588409 "linear" 2 0.105447527149543 NA 10.5032644047143 NA NA 0.292489283759115 "L.inc" "inc" 10.5032644047143 0.699222552528617 0.699222552528617 NA NA 2.77378988076521 10.7957536884734 NA 11.5535908451857 1.79186085624327 4.76065711931673 Inf Inf 500
"c04820" 60277 0.00101640742257223 "linear" 2 0.151631150134816 NA 9.4206792929679 NA NA 0.305253604829044 "L.inc" "inc" 9.4206792929679 1.00546615654396 1.00546615654396 NA NA 2.01313255592695 9.72593289779694 6.21289179999753 10.3627472222647 1.2711386956051 2.98544819031053 4.57401293537663 Inf 500
"c04841" 60324 1.20915374838666e-05 "linear" 2 0.132770496326194 NA 9.55648647762288 NA NA 0.180025112253075 "L.inc" "inc" 9.55648647762288 0.880401161138993 0.880401161138993 NA NA 1.35591202288485 9.73651158987596 NA 10.5121351253852 1.00581658957336 1.72171251339196 5.981752578168 Inf 500
"c04883" 60416 0.0074793925931086 "exponential" 3 1.7011616772371 NA 5.05515210336706 -0.588910893853593 NA 0.724404970593526 "E.dec.convex" "dec" 5.05515210336706 1.70113976480879 1.70113976480879 NA NA 0.326744863543812 4.33074713277353 0.207664316235112 4.54963689303035 0.112291149385769 1.15627903251436 0.0892019768247715 0.608214606619365 446
"c04946" 60557 0.000508223436184969 "Gauss-probit" 5 6.06605012723348 9.84417730341961 3.04405431191849 0 7.04197010097379 0.366672467974854 "GP.bell" "bell" 13.4860859086428 1.21634428379148 0.700160344114268 2.33689205226688 14.0022698483201 1.06713348406285 13.8527583766177 NA 12.1374773177786 0.389203297632028 4.7343162900253 Inf Inf 297
"c04962" 60591 0.00188307566454963 "linear" 2 0.191945734635132 NA 4.15117233719145 NA NA 0.471393008895976 "L.inc" "inc" 4.15117233719145 1.27279216636556 1.27279216636556 NA NA 2.45586602792734 4.62256534608742 2.16268016847698 4.56628957091059 1.45100684121244 4.2948546424766 1.50497333850906 3.76661790681094 500
"c04967" 60603 8.94189055331288e-05 "log-Gauss-probit" 4 0.702893985132879 11.4279775418788 11.4279775418788 1.81926249087771 1.25198935425505 0.511388576738673 "lGP.bell" "bell" 11.4279775418788 1.25198935425505 1.25198935425505 1.81926249087771 12.6799668961339 0.710230877436522 11.9393661186175 1.34736205560525 12.5707752960667 0.33965245793623 1.22851547824074 0.692258879887573 Inf 493
"c04981" 60634 0.00160417841510646 "Gauss-probit" 5 6.07374672475193 15.525880500734 29.7823352020534 0 -13.8372731437687 0.771328158742712 "GP.U" "U" 8.81683470762506 2.19676341680113 1.15267844331622 2.49647814421202 7.66415626430884 1.04664042312665 8.04550654888235 1.27059006940009 7.93515123686255 0.363442168354316 4.82716362841762 0.571262850323282 6.05476914989273 303
"c04990" 60654 0.00129031158083917 "linear" 2 0.216849193900779 NA 5.15029683789822 NA NA 0.496775704775632 "L.inc" "inc" 5.15029683789822 1.43792700475607 1.43792700475607 NA NA 2.29088103044983 5.64707254267385 2.37505924981892 5.66532652168804 1.5400450005641 3.36956447856639 1.71468286554503 3.63789778021495 500
"c05006" 60690 4.87861462112639e-06 "Gauss-probit" 4 2.47606751597234 7.08340079762087 7.08340079762087 1.29612392590501 1.17267278991101 0.221908253263294 "GP.bell" "bell" 8.1059309017059 1.05755664040415 0.907413954578166 1.29612392590501 8.25607358753188 3.45937415096834 7.8840226484426 5.87618301179933 7.29533781153531 0.53318241751707 4.043345179621 4.85017346686697 Inf 482
"c05067" 60825 0.0034298197167732 "exponential" 3 0.473313191707655 NA 13.0468297969991 -2.52002142906193 NA 0.131444249951946 "E.dec.convex" "dec" 13.0468297969991 0.439242740413114 0.439242740413114 NA NA 0.819838208416151 12.9153855470472 NA 11.7421468172992 0.336663886077526 1.65305578625565 Inf Inf 468
"c05081" 60856 0.000199862773450305 "exponential" 3 0.0440643594159444 NA 11.0973433073461 2.07545741870612 NA 0.272348017317831 "E.inc.convex" "inc" 11.0973433073461 1.03150950381845 1.03150950381845 NA NA 4.09154653007893 11.3696913246639 NA 12.2070776380807 2.0282005668036 5.25938189274258 6.17057748459745 Inf 454
"c05100" 60898 4.6855879613692e-05 "exponential" 3 1.62625173317497 NA 6.96304810596966 -2.07224617738143 NA 0.440051802954521 "E.dec.convex" "dec" 6.96304810596966 1.55995612148928 1.55995612148928 NA NA 0.653841237368734 6.52299630301514 1.15818995903632 6.2667432953727 0.279572545336661 1.4053942322986 0.623857241462511 2.42644906226296 491
"c05122" 60947 0.00583129445511223 "linear" 2 0.101718564354986 NA 9.01299129823422 NA NA 0.283362824549117 "L.inc" "inc" 9.01299129823422 0.674495800237914 0.674495800237914 NA NA 2.78575328255925 9.29635412278334 NA 9.91429042805764 1.67314034106673 4.88136728399043 6.2605152212737 Inf 500
"c05156" 61064 0.00531567935154959 "linear" 2 -0.108510225089458 NA 11.2271885147518 NA NA 0.324272530523763 "L.dec" "dec" 11.2271885147518 0.719531302568194 0.719531302568194 NA NA 2.98840528859311 10.9029159842281 NA 10.1044696632766 1.77441634316408 5.07492883631361 Inf Inf 500
"c05183" 61177 7.47068325745047e-05 "exponential" 3 -0.00602933730165312 NA 6.69040341504379 1.28998668371932 NA 0.253097459709813 "E.dec.concave" "dec" 6.69040341504379 1.02364746150218 1.02364746150218 NA NA 4.85122763924242 6.43730595533398 6.08638783492566 6.02136307353941 2.57101943370868 5.49914510666157 5.10815563810368 6.37048320070497 370
"c05186" 61192 9.97727717292851e-06 "exponential" 3 -0.00771057525694551 NA 9.27234233299572 1.29749343204434 NA 0.279517916695848 "E.dec.concave" "dec" 9.27234233299572 1.27049946107187 1.27049946107187 NA NA 4.69392284021807 8.99282441629987 6.22523686436367 8.34510809969614 2.69574648827312 5.30678080334139 5.53166605617076 6.4733040255563 376
"c05207" 61277 0.00427667396912379 "exponential" 3 1.04599050584239 NA 13.415527819038 -2.21483929050616 NA 0.402439071987466 "E.dec.convex" "dec" 13.415527819038 0.993594891749321 0.993594891749321 NA NA 1.075786459606 13.0130887470505 NA 12.0739750371342 0.409040886589747 2.67839096197505 5.3861930078356 Inf 441
"c05237" 61406 0.00483087169504673 "log-Gauss-probit" 4 0.708227063375183 10.2683635584094 10.2683635584094 1.76450190550924 -1.12808705367792 0.644011343540836 "lGP.U" "U" 10.2683635584094 1.12808705367792 1.12808705367792 1.76450190550924 9.14027650473149 0.833584771027693 9.62435221486858 1.2978678396635 9.24152720256847 0.230421948577087 1.70950876805044 0.577882133920754 Inf 458
"c05254" 61477 0.00307677255832649 "exponential" 3 -0.0114846526516187 NA 6.06936650522863 1.40272881674684 NA 0.563981833603154 "E.dec.concave" "dec" 6.06936650522863 1.28605618744704 1.28605618744704 NA NA 5.49051821143223 5.50538467162547 5.59149919058544 5.46242985470577 3.01999714932863 6.15631490632581 3.46733187709023 6.27230735968639 314
"c05269" 10 9.27057747334668e-05 "Gauss-probit" 4 2.65635031598565 9.3830166771289 9.3830166771289 1.95637325672162 -1.15423784554268 0.238969026408052 "GP.U" "U" 8.50295906152889 0.908869680880999 0.634689450938321 1.95637325672162 8.22877883158622 1.29515273118635 8.26399003512084 NA 9.35325496768178 0.523233139334456 5.10043805169392 6.4483193991441 Inf 415
"c05284" 73 0.00384147057273223 "linear" 2 0.231908837219085 NA 3.67709652131548 NA NA 0.649077316428824 "L.inc" "inc" 3.67709652131548 1.53778749959975 1.53778749959975 NA NA 2.79884684090601 4.32617383774431 1.58557843910093 4.04480617344703 1.57343096779704 4.83401981290817 1.00409561616575 2.88640033045274 500
"c05305" 159 0.00189909993002639 "linear" 2 -0.133704316209667 NA 8.20457282043728 NA NA 0.334068873671685 "L.dec" "dec" 8.20457282043728 0.886593320786303 0.886593320786303 NA NA 2.49856461737419 7.87050394676559 6.13635599285467 7.38411553839355 1.60569925930792 3.57711229450926 4.53955374735562 Inf 500
"c05318" 213 0.000779096646699417 "log-Gauss-probit" 4 0.674892173425558 12.6031580467978 12.6031580467978 1.77117587581098 0.832968913613325 0.372862100750281 "lGP.bell" "bell" 12.6031580467978 0.832968913613325 0.832968913613325 1.77117587581098 13.4361269604112 0.752727994905493 12.9760201475481 NA 11.342842242118 0.340730503911123 1.30338028721545 1.61557300467461 Inf 478
